Recording started
time,accelX,accelY,accelZ,accelMagnitude,gyroX,gyroY,gyroZ,gyroMagnitude,activity
9,0.72,0.30,0.57,0.96,-17.78,-1.19,-21.35,27.81,WALKING_IN_PLACE
70,0.72,0.41,0.51,0.98,-15.26,-2.59,-45.01,47.60,WALKING_IN_PLACE
129,0.69,0.45,0.42,0.92,-10.29,-7.49,-66.36,67.57,WALKING_IN_PLACE
190,0.72,0.49,0.38,0.95,-7.42,-16.31,-80.57,82.54,WALKING_IN_PLACE
249,0.82,0.59,0.39,1.08,-0.98,-29.75,-95.62,100.15,WALKING_IN_PLACE
309,0.96,0.69,0.49,1.28,-0.70,-31.15,-121.24,125.18,WALKING_IN_PLACE
369,1.03,0.71,0.48,1.34,0.35,-18.90,-136.57,137.87,WALKING_IN_PLACE
429,0.95,0.69,0.43,1.25,-7.28,-26.04,-134.54,137.23,WALKING_IN_PLACE
489,0.78,0.51,0.35,1.00,-14.28,-19.04,-123.83,126.10,WALKING_IN_PLACE
550,0.67,0.47,0.28,0.87,-6.16,-22.96,-78.82,82.33,WALKING_IN_PLACE
610,0.71,0.48,0.25,0.90,-21.98,-21.42,-14.00,33.73,WALKING_IN_PLACE
669,0.72,0.48,0.27,0.91,-28.56,-24.43,32.97,50.00,WALKING_IN_PLACE
729,0.65,0.44,0.29,0.84,-21.49,-25.76,58.38,67.33,WALKING_IN_PLACE
787,0.67,0.47,0.35,0.89,-35.49,-28.07,90.79,101.44,WALKING_IN_PLACE
847,0.78,0.55,0.39,1.03,-32.55,-22.61,120.89,127.22,WALKING_IN_PLACE
906,0.99,0.64,0.52,1.29,-62.16,-28.21,129.92,146.76,WALKING_IN_PLACE
967,0.95,0.58,0.54,1.23,-42.07,-25.76,113.33,123.60,WALKING_IN_PLACE
1027,0.78,0.56,0.53,1.10,-17.78,-16.03,75.18,78.90,WALKING_IN_PLACE
1087,0.85,0.46,0.58,1.12,-19.46,-13.02,41.86,47.96,WALKING_IN_PLACE
1148,0.82,0.41,0.54,1.06,24.78,1.19,35.42,43.24,WALKING_IN_PLACE
1207,0.70,0.43,0.51,0.97,28.42,14.56,15.96,35.70,WALKING_IN_PLACE
1267,0.66,0.45,0.49,0.94,22.40,9.17,-10.57,26.41,WALKING_IN_PLACE
1326,0.72,0.48,0.52,1.01,32.90,5.46,-36.68,49.57,WALKING_IN_PLACE
1386,0.75,0.52,0.50,1.04,22.54,-1.61,-62.93,66.86,WALKING_IN_PLACE
1446,0.76,0.53,0.43,1.02,-11.76,-19.39,-84.56,87.55,WALKING_IN_PLACE
1505,0.92,0.55,0.50,1.18,-36.54,-17.43,-88.06,96.92,WALKING_IN_PLACE
1565,1.01,0.49,0.48,1.22,14.63,14.91,-97.79,100.00,WALKING_IN_PLACE
1624,0.96,0.55,0.42,1.18,16.45,16.45,-108.85,111.31,WALKING_IN_PLACE
1685,0.87,0.54,0.39,1.10,19.39,10.36,-100.45,102.83,WALKING_IN_PLACE
1744,0.67,0.53,0.32,0.91,18.76,0.77,-90.23,92.16,WALKING_IN_PLACE
