Recording started
time,accelX,accelY,accelZ,accelMagnitude,gyroX,gyroY,gyroZ,gyroMagnitude,activity
9,-0.32,0.36,0.90,1.02,-0.63,-2.59,-0.91,2.82,TYPING
68,-0.31,0.36,0.90,1.02,0.98,-2.80,1.33,3.25,TYPING
126,-0.33,0.36,0.91,1.03,3.43,0.07,0.91,3.55,TYPING
185,-0.33,0.37,0.88,1.01,2.87,-1.26,-0.91,3.26,TYPING
243,-0.31,0.36,0.90,1.02,-3.71,-2.80,-0.28,4.66,TYPING
302,-0.29,0.35,0.92,1.02,-3.71,-3.15,0.07,4.87,TYPING
361,-0.32,0.36,0.93,1.05,-2.24,0.00,0.14,2.24,TYPING
418,-0.33,0.35,0.89,1.01,2.80,-4.20,4.27,6.61,TYPING
477,-0.31,0.34,0.90,1.01,-2.03,-2.10,1.26,3.18,TYPING
535,-0.31,0.34,0.90,1.01,-1.19,4.34,-3.15,5.49,TYPING
595,-0.31,0.34,0.90,1.01,1.61,-7.49,1.12,7.74,TYPING
654,-0.33,0.33,0.91,1.02,3.08,-2.45,-1.19,4.11,TYPING
712,-0.34,0.35,0.90,1.03,-3.15,-1.61,-5.74,6.74,TYPING
772,-0.29,0.38,0.91,1.03,-1.12,-3.50,-0.70,3.74,TYPING
830,-0.31,0.35,0.92,1.03,-0.98,-0.91,0.42,1.40,TYPING
889,-0.33,0.36,0.89,1.02,7.28,-3.99,3.29,8.93,TYPING
948,-0.31,0.35,0.91,1.02,-1.12,-1.61,2.52,3.19,TYPING
1006,-0.32,0.37,0.89,1.02,-0.70,-3.08,-0.49,3.20,TYPING
1065,-0.30,0.34,0.91,1.01,-5.18,-2.03,5.46,7.80,TYPING
1124,-0.31,0.34,0.93,1.04,1.82,-2.87,0.63,3.46,TYPING
1183,-0.32,0.35,0.88,1.00,4.76,-3.01,0.21,5.64,TYPING
1242,-0.34,0.42,0.87,1.02,0.42,-6.65,1.89,6.93,TYPING
1300,-0.29,0.35,0.90,1.01,-3.22,-3.57,-3.01,5.67,TYPING
1359,-0.29,0.34,0.92,1.02,-1.96,-3.50,-2.10,4.53,TYPING
1419,-0.31,0.34,0.92,1.03,-0.63,-4.48,1.89,4.90,TYPING
1477,-0.31,0.37,0.88,1.01,0.91,-2.24,0.91,2.58,TYPING
1535,-0.33,0.37,0.88,1.01,-2.73,-2.45,-1.68,4.03,TYPING
1595,-0.31,0.33,0.91,1.02,-1.68,-1.33,1.05,2.39,TYPING
1654,-0.31,0.34,0.90,1.02,1.12,-2.10,-0.14,2.38,TYPING
1712,-0.32,0.34,0.91,1.02,0.07,-2.31,-1.54,2.78,TYPING
1772,-0.32,0.36,0.87,1.00,1.89,-2.59,-0.21,3.21,TYPING
1830,-0.29,0.35,0.92,1.03,0.35,-2.80,-1.61,3.25,TYPING
1889,-0.32,0.33,0.91,1.02,-0.42,-3.01,-2.94,4.23,TYPING
1949,-0.31,0.37,0.90,1.02,0.35,-2.73,-0.07,2.75,TYPING
2007,-0.31,0.35,0.96,1.07,0.84,0.14,-0.56,1.02,TYPING
2065,-0.32,0.37,0.90,1.02,6.86,7.21,2.80,10.34,TYPING
2123,-0.30,0.30,0.83,0.94,-6.16,3.71,0.00,7.19,TYPING
2182,-0.31,0.31,0.89,0.99,-5.88,-5.74,-3.78,9.04,TYPING
2242,-0.34,0.31,0.93,1.03,12.11,-2.03,3.50,12.77,TYPING
2300,-0.32,0.37,0.87,1.00,5.25,-3.85,1.89,6.78,TYPING
2359,-0.33,0.31,0.91,1.01,-0.63,-8.12,-0.21,8.15,TYPING
2418,-0.34,0.38,0.93,1.06,-3.15,-6.51,-4.06,8.29,TYPING
2477,-0.34,0.32,0.87,0.99,-2.24,-2.59,-0.91,3.54,TYPING
2535,-0.32,0.35,0.89,1.01,-7.49,-7.07,2.94,10.71,TYPING
2595,-0.27,0.30,0.97,1.05,-2.38,-0.84,0.77,2.64,TYPING
2654,-0.27,0.34,0.95,1.05,-6.79,-3.22,-2.52,7.93,TYPING
2713,-0.30,0.27,0.99,1.07,-5.11,-7.21,2.10,9.08,TYPING
2772,-0.31,0.30,0.90,1.00,-3.85,-2.87,2.66,5.49,TYPING
2830,-0.29,0.33,0.95,1.05,-1.19,-3.36,0.35,3.58,TYPING
2889,-0.29,0.30,0.90,0.99,-5.67,-7.21,-1.33,9.27,TYPING
2948,-0.30,0.29,0.86,0.96,1.40,-6.65,2.80,7.35,TYPING
3006,-0.31,0.31,0.97,1.07,-2.17,-6.51,-1.33,6.99,TYPING
3065,-0.31,0.27,0.95,1.03,-3.78,2.10,-1.75,4.66,TYPING
3123,-0.30,0.30,0.93,1.02,3.78,-5.25,3.01,7.14,TYPING
3182,-0.30,0.30,0.94,1.03,0.77,-2.17,0.70,2.41,TYPING
3240,-0.30,0.31,0.93,1.02,-1.75,0.00,1.40,2.24,TYPING
3298,-0.30,0.30,0.94,1.03,1.61,-2.31,0.35,2.84,TYPING
3357,-0.30,0.31,0.92,1.02,1.68,-1.12,-1.12,2.31,TYPING
3416,-0.29,0.32,0.93,1.03,-3.64,-0.84,-2.80,4.67,TYPING
3476,-0.28,0.28,0.93,1.01,0.84,-3.08,0.70,3.27,TYPING
3534,-0.31,0.31,0.93,1.03,0.77,-1.26,0.21,1.49,TYPING
3594,-0.29,0.32,0.92,1.02,0.91,-2.17,-0.42,2.39,TYPING
3653,-0.29,0.31,0.93,1.02,-17.71,-2.10,-0.14,17.83,TYPING
3711,-0.29,0.30,0.93,1.02,-3.43,-0.56,14.14,14.56,TYPING
3771,-0.30,0.30,0.95,1.04,-0.98,-0.56,-0.42,1.20,TYPING
3829,-0.30,0.32,0.90,1.01,2.80,-0.84,0.56,2.98,TYPING
3888,-0.30,0.30,0.93,1.02,0.49,1.40,0.00,1.48,TYPING
3948,-0.29,0.30,0.93,1.02,0.42,-1.75,-0.07,1.80,TYPING
4006,-0.30,0.32,0.92,1.02,3.92,-1.40,-0.42,4.18,TYPING
4065,-0.35,0.30,0.91,1.02,-8.82,-3.15,-3.50,10.00,TYPING
4124,-0.34,0.31,0.92,1.03,-6.58,-8.75,3.57,11.52,TYPING
4183,-0.20,0.37,1.01,1.10,-2.10,-1.40,-2.17,3.33,TYPING
4242,-0.24,0.25,0.83,0.90,-8.54,-6.65,-7.14,12.97,TYPING
4300,-0.28,0.23,0.94,1.01,-0.35,-8.05,0.49,8.07,TYPING
4359,-0.31,0.28,0.94,1.02,15.05,2.17,4.13,15.76,TYPING
4417,-0.27,0.33,0.82,0.92,6.16,-3.64,-0.07,7.16,TYPING
4476,-0.28,0.32,0.93,1.03,-9.73,-9.80,-5.95,15.04,TYPING
4534,-0.25,0.27,1.02,1.08,1.12,-0.84,0.00,1.40,TYPING
4592,-0.29,0.29,0.91,1.00,-1.54,2.10,0.77,2.72,TYPING
4651,-0.29,0.28,0.92,1.01,1.89,-3.15,-0.77,3.75,TYPING
4709,-0.28,0.26,1.00,1.07,3.64,-3.85,2.45,5.84,TYPING
4768,-0.27,0.30,0.94,1.02,8.61,3.43,2.59,9.62,TYPING
4826,-0.30,0.29,0.90,0.99,2.45,0.49,0.98,2.68,TYPING
4885,-0.29,0.32,0.90,1.00,-0.84,0.14,-2.38,2.53,TYPING
4945,-0.32,0.26,1.00,1.08,1.82,7.77,2.10,8.25,TYPING
5003,-0.27,0.29,0.92,1.00,1.68,3.08,2.24,4.16,TYPING
5062,-0.29,0.29,0.97,1.05,-4.62,-3.85,-1.05,6.10,TYPING
5121,-0.31,0.28,0.99,1.08,-1.89,-3.15,0.98,3.80,TYPING
5180,-0.33,0.31,0.93,1.03,8.89,3.08,-1.33,9.50,TYPING
5239,-0.30,0.27,0.90,0.99,-3.78,-1.68,-6.30,7.54,TYPING
5298,-0.29,0.29,0.95,1.04,1.68,-9.80,-1.96,10.13,TYPING
5357,-0.31,0.26,0.98,1.06,-2.66,-7.07,-1.89,7.79,TYPING
5415,-0.28,0.32,0.94,1.03,9.31,-6.72,3.78,12.09,TYPING
5474,-0.28,0.31,0.92,1.01,10.36,3.71,2.66,11.32,TYPING
5533,-0.27,0.34,0.90,1.00,-3.99,-5.95,-2.10,7.47,TYPING
5591,-0.30,0.30,0.94,1.03,-0.14,-3.36,-2.73,4.33,TYPING
5651,-0.29,0.28,0.94,1.02,0.28,-2.45,0.49,2.51,TYPING
5709,-0.29,0.34,0.99,1.09,1.96,-0.21,-5.67,6.00,TYPING
5769,-0.16,0.32,0.97,1.03,10.78,2.80,-0.98,11.18,TYPING
5827,-0.24,0.25,0.91,0.97,-8.54,-1.12,-10.57,13.63,TYPING
5886,-0.32,0.22,0.96,1.04,9.24,3.92,2.52,10.35,TYPING
5945,-0.39,0.28,0.87,0.99,3.99,-1.40,4.48,6.16,TYPING
6003,-0.32,0.36,0.90,1.02,1.40,-5.39,-1.12,5.68,TYPING
6062,-0.29,0.34,0.98,1.07,-1.12,-4.06,-0.28,4.22,TYPING
6121,-0.28,0.33,0.87,0.97,0.49,-1.68,1.75,2.47,TYPING
6180,-0.28,0.31,0.86,0.96,1.33,-7.56,0.07,7.68,TYPING
6239,-0.31,0.29,0.94,1.04,7.98,0.91,2.87,8.53,TYPING
6297,-0.29,0.34,0.90,1.01,4.48,-2.87,0.77,5.38,TYPING
6356,-0.30,0.18,0.98,1.04,-3.08,-2.94,0.07,4.26,TYPING
6415,-0.28,0.33,0.91,1.01,-0.77,-13.30,3.92,13.89,TYPING
6474,-0.29,0.33,0.92,1.02,-0.28,-3.29,0.28,3.31,TYPING
6533,-0.28,0.33,0.94,1.04,0.14,-3.50,-0.84,3.60,TYPING
6591,-0.29,0.30,0.93,1.02,-0.28,-3.29,0.70,3.38,TYPING
6650,-0.29,0.31,0.93,1.02,-1.82,-2.03,0.77,2.83,TYPING
6708,-0.34,0.37,0.86,1.00,-2.45,-2.73,-0.70,3.73,TYPING
6767,-0.34,0.33,0.88,1.00,-13.65,-1.75,-9.73,16.85,TYPING
6826,-0.32,0.31,0.91,1.01,-9.73,-5.53,3.71,11.79,TYPING
6885,-0.27,0.33,0.99,1.07,-2.66,-1.05,0.21,2.87,TYPING
6945,-0.23,0.25,0.93,0.99,3.15,-3.92,-1.12,5.15,TYPING
7003,-0.27,0.31,0.97,1.05,4.55,-3.78,-0.07,5.92,TYPING
7062,-0.30,0.27,0.92,1.01,-3.15,-6.37,-2.10,7.41,TYPING
7121,-0.27,0.33,0.97,1.06,6.72,0.00,-1.40,6.86,TYPING
7180,-0.27,0.31,0.91,1.00,2.38,0.98,-1.19,2.84,TYPING
7239,-0.32,0.30,0.91,1.01,-1.33,16.94,-1.26,17.04,TYPING
7298,-0.31,0.29,0.91,1.00,-0.21,-2.31,0.00,2.32,TYPING
7357,-0.29,0.29,0.97,1.05,5.11,-17.64,3.78,18.75,TYPING
7416,-0.28,0.31,0.96,1.04,-0.63,3.08,0.91,3.27,TYPING
7475,-0.29,0.31,0.99,1.08,1.54,0.70,0.63,1.81,TYPING
7534,-0.29,0.38,0.84,0.97,-3.64,4.69,-4.76,7.61,TYPING
7592,-0.26,0.30,0.84,0.93,4.97,-8.19,1.68,9.73,TYPING
7651,-0.30,0.28,1.00,1.08,-2.52,-9.94,-1.19,10.32,TYPING
7709,-0.28,0.34,1.00,1.09,-10.08,0.77,-2.94,10.53,TYPING
7769,-0.29,0.30,0.85,0.95,-4.06,-1.12,2.24,4.77,TYPING
7827,-0.29,0.28,0.96,1.04,0.91,-4.13,-1.05,4.36,TYPING
7886,-0.28,0.26,0.92,1.00,-3.50,-2.59,-1.54,4.62,TYPING
7946,-0.29,0.27,0.96,1.04,-0.28,0.00,-1.26,1.29,TYPING
8004,-0.32,0.25,1.09,1.17,-4.06,-1.54,-2.45,4.99,TYPING
8063,-0.28,0.21,0.86,0.93,12.18,-6.86,7.21,15.73,TYPING
8121,-0.28,0.30,0.98,1.06,0.28,-6.72,0.07,6.73,TYPING
8180,-0.28,0.29,0.96,1.04,0.35,-0.49,1.40,1.52,TYPING
8239,-0.28,0.28,0.92,1.01,-0.70,-2.45,0.70,2.64,TYPING
8297,-0.28,0.32,0.96,1.04,0.42,-0.70,-1.96,2.12,TYPING
8356,-0.30,0.24,0.93,1.01,4.83,3.43,0.91,5.99,TYPING
8415,-0.27,0.27,0.91,0.99,-0.98,-6.72,2.17,7.13,TYPING
8474,-0.28,0.30,0.93,1.01,0.49,-4.41,-1.26,4.61,TYPING
8533,-0.30,0.29,0.95,1.04,0.84,-1.61,0.07,1.82,TYPING
8591,-0.29,0.30,0.95,1.03,-0.14,-4.34,-1.12,4.48,TYPING
8650,-0.28,0.28,0.95,1.03,-0.42,-3.43,-1.61,3.81,TYPING
8708,-0.29,0.28,0.94,1.02,-0.42,-2.17,-0.35,2.24,TYPING
8768,-0.28,0.28,0.95,1.03,-2.24,-2.73,-3.08,4.69,TYPING
8827,-0.27,0.28,0.96,1.04,0.07,-3.36,0.14,3.36,TYPING
8886,-0.28,0.30,0.94,1.02,-1.75,-1.33,-0.49,2.25,TYPING
8945,-0.28,0.27,0.93,1.01,4.55,-7.07,0.98,8.46,TYPING
9003,-0.29,0.28,0.96,1.04,0.35,-0.84,1.33,1.61,TYPING
9062,-0.28,0.31,0.95,1.03,0.70,7.91,-3.22,8.57,TYPING
9121,-0.28,0.26,0.88,0.96,10.08,-1.82,2.73,10.60,TYPING
9180,-0.27,0.30,0.83,0.93,5.88,-3.50,0.91,6.90,TYPING
9239,-0.28,0.29,0.93,1.02,-6.37,-6.44,-3.50,9.71,TYPING
9297,-0.28,0.26,0.98,1.05,0.42,-2.45,2.10,3.25,TYPING
9356,-0.28,0.31,0.92,1.01,0.49,-2.24,-1.12,2.55,TYPING
