Recording started
time,accelX,accelY,accelZ,accelMagnitude,gyroX,gyroY,gyroZ,gyroMagnitude,activity
9,0.85,0.38,0.37,1.00,-1.05,-9.17,3.85,10.00,ARM_SWING
68,0.74,0.48,0.40,0.97,-19.74,-14.56,-11.76,27.20,ARM_SWING
127,0.70,0.58,0.42,1.01,-38.36,-16.59,-43.05,60.00,ARM_SWING
187,0.69,0.60,0.39,0.99,-31.64,-12.81,-65.87,74.19,ARM_SWING
247,0.75,0.74,0.30,1.09,-19.60,-7.35,-88.27,90.72,ARM_SWING
306,0.80,0.78,0.27,1.15,-19.88,-16.38,-111.09,114.04,ARM_SWING
366,0.86,0.74,0.26,1.16,-15.26,-16.87,-127.12,129.14,ARM_SWING
425,0.87,0.62,0.21,1.09,-12.25,-19.39,-124.32,126.42,ARM_SWING
485,0.84,0.54,0.18,1.01,-20.23,-30.17,-100.31,106.68,ARM_SWING
544,0.81,0.45,0.18,0.95,-30.59,-33.18,-62.58,77.16,ARM_SWING
604,0.89,0.36,0.34,1.02,28.63,-2.59,-11.27,30.88,ARM_SWING
664,0.81,0.41,0.22,0.93,-17.64,-24.15,34.37,45.56,ARM_SWING
723,0.81,0.45,0.26,0.96,-12.46,-21.98,76.37,80.44,ARM_SWING
783,0.80,0.49,0.29,0.98,-21.56,-23.87,121.94,126.11,ARM_SWING
842,0.92,0.62,0.38,1.17,-22.33,-27.72,132.86,137.55,ARM_SWING
902,1.02,0.66,0.37,1.27,-24.85,-27.51,116.27,122.04,ARM_SWING
961,1.03,0.61,0.41,1.26,-20.09,-20.58,97.44,101.60,ARM_SWING
1021,0.97,0.53,0.38,1.16,4.48,-1.40,82.81,82.94,ARM_SWING
1080,0.89,0.54,0.33,1.09,28.98,16.80,77.98,84.87,ARM_SWING
1139,0.79,0.58,0.40,1.06,23.17,12.60,57.19,62.98,ARM_SWING
1198,0.69,0.57,0.43,1.00,29.26,22.19,25.97,44.98,ARM_SWING
1257,0.60,0.59,0.45,0.95,15.47,20.44,-6.09,26.35,ARM_SWING
1316,0.64,0.58,0.44,0.97,-7.70,7.63,-30.66,32.52,ARM_SWING
1374,0.86,0.57,0.50,1.15,-21.91,11.13,-58.66,63.60,ARM_SWING
1434,0.94,0.54,0.42,1.16,1.68,13.79,-86.80,87.90,ARM_SWING
1493,0.97,0.60,0.38,1.20,10.22,14.42,-106.89,108.34,ARM_SWING
1552,0.99,0.61,0.38,1.22,6.16,12.04,-125.65,126.38,ARM_SWING
1613,1.01,0.58,0.42,1.23,22.05,8.40,-131.53,133.63,ARM_SWING
1672,0.98,0.51,0.43,1.18,17.71,4.34,-126.70,128.01,ARM_SWING
1731,0.86,0.39,0.41,1.03,3.71,-5.04,-108.01,108.19,ARM_SWING
1790,0.72,0.36,0.36,0.88,3.57,-6.09,-72.45,72.79,ARM_SWING
1849,0.62,0.32,0.32,0.77,-11.34,-7.56,-22.68,26.46,ARM_SWING
1909,0.60,0.35,0.30,0.76,-12.74,-3.99,31.99,34.66,ARM_SWING
1968,0.68,0.44,0.31,0.87,7.91,-5.74,83.79,84.36,ARM_SWING
2027,0.78,0.50,0.33,0.99,4.69,-11.48,114.17,114.84,ARM_SWING
2086,1.01,0.60,0.45,1.26,-11.83,-20.51,125.58,127.79,ARM_SWING
2146,1.03,0.66,0.49,1.32,-9.10,-24.99,116.55,119.55,ARM_SWING
2206,0.92,0.72,0.47,1.26,-4.97,-12.74,98.42,99.37,ARM_SWING
2265,0.78,0.64,0.46,1.11,-16.52,-2.38,84.35,85.99,ARM_SWING
2325,0.68,0.55,0.40,0.96,4.27,35.56,78.89,86.64,ARM_SWING
2384,0.67,0.56,0.37,0.95,14.84,20.51,61.67,66.66,ARM_SWING
2443,0.70,0.58,0.42,1.00,24.15,19.46,39.83,50.48,ARM_SWING
2501,0.82,0.64,0.51,1.16,45.57,32.55,-1.26,56.02,ARM_SWING
2561,0.75,0.62,0.41,1.05,62.72,25.97,-42.14,79.90,ARM_SWING
2621,0.74,0.65,0.39,1.06,27.79,-3.92,-64.61,70.44,ARM_SWING
2680,0.79,0.60,0.36,1.05,-8.19,-28.84,-87.71,92.69,ARM_SWING
2740,0.94,0.57,0.56,1.23,-21.21,-29.61,-97.02,103.63,ARM_SWING
