
Recording started
time,accelX,accelY,accelZ,accelMagnitude,gyroX,gyroY,gyroZ,gyroMagnitude,activity
0,0.790,-0.530,-0.287,0.994,1.3,3.1,-14.2,14.59,ARM_SWING
50,0.793,-0.535,-0.286,0.998,-5.6,4.8,-18.3,19.73,ARM_SWING
100,0.809,-0.539,-0.292,1.015,-7.9,-0.4,-8.6,11.68,ARM_SWING
150,0.814,-0.537,-0.298,1.020,-12.9,0.5,-0.7,12.93,ARM_SWING
200,0.820,-0.521,-0.306,1.019,-13.3,0.0,5.8,14.51,ARM_SWING
250,0.819,-0.504,-0.308,1.010,-12.8,16.2,9.1,22.56,ARM_SWING
300,0.816,-0.485,-0.315,1.000,-11.3,-1.9,15.0,18.88,ARM_SWING
350,0.820,-0.472,-0.315,0.997,-8.1,-1.6,14.2,16.43,ARM_SWING
400,0.821,-0.455,-0.311,0.989,-3.9,-4.4,13.7,14.91,ARM_SWING
450,0.819,-0.447,-0.309,0.983,-3.8,-9.8,11.2,15.36,ARM_SWING
500,0.812,-0.447,-0.302,0.975,0.5,-0.3,7.7,7.72,ARM_SWING
550,0.810,-0.450,-0.291,0.971,3.4,-7.1,1.7,8.05,ARM_SWING
600,0.809,-0.456,-0.289,0.973,4.8,-6.8,-1.8,8.52,ARM_SWING
650,0.810,-0.467,-0.287,0.978,5.6,-7.4,-3.0,9.75,ARM_SWING
700,0.798,-0.473,-0.293,0.973,2.3,-6.2,-5.0,8.29,ARM_SWING
750,0.790,-0.488,-0.293,0.974,3.5,-2.1,-7.9,8.89,ARM_SWING
800,0.786,-0.500,-0.299,0.978,1.4,-0.3,-11.1,11.19,ARM_SWING
850,0.785,-0.514,-0.302,0.986,-1.4,2.1,-8.7,9.06,ARM_SWING
900,0.794,-0.513,-0.319,0.998,-3.0,0.6,-4.3,5.28,ARM_SWING
950,0.806,-0.511,-0.328,1.009,-7.5,-1.4,-0.2,7.63,ARM_SWING
1000,0.816,-0.508,-0.335,1.018,-0.3,-0.1,4.7,4.71,ARM_SWING
1050,0.809,-0.495,-0.330,1.004,17.7,-5.1,6.6,19.57,ARM_SWING
1100,0.812,-0.484,-0.325,1.000,2.1,-1.2,6.3,6.75,ARM_SWING
1150,0.813,-0.469,-0.316,0.990,1.8,-2.9,6.5,7.34,ARM_SWING
1200,0.811,-0.461,-0.302,0.981,5.5,-9.5,6.0,12.51,ARM_SWING
1250,0.817,-0.462,-0.293,0.983,1.8,-4.2,4.9,6.70,ARM_SWING
1300,0.818,-0.462,-0.293,0.984,3.9,-4.6,4.5,7.52,ARM_SWING
1350,0.815,-0.469,-0.292,0.985,5.0,-10.0,0.4,11.19,ARM_SWING
1400,0.803,-0.456,-0.291,0.968,4.2,-9.4,-0.5,10.31,ARM_SWING
1450,0.811,-0.478,-0.292,0.986,-0.3,-2.8,-6.7,7.27,ARM_SWING
1500,0.829,-0.482,-0.296,1.004,1.4,-6.4,-7.9,10.26,ARM_SWING
1550,0.831,-0.484,-0.311,1.011,1.1,-9.8,-3.9,10.60,ARM_SWING
1600,0.880,-0.433,-0.285,1.021,11.6,-16.4,-1.1,20.12,ARM_SWING
1650,0.901,-0.434,-0.308,1.046,21.9,-25.7,0.9,33.78,ARM_SWING
1700,1.014,-0.386,-0.233,1.110,27.5,-43.5,-0.5,51.47,ARM_SWING
1750,0.887,-0.088,-0.188,0.911,32.6,-26.7,-23.1,48.05,ARM_SWING
1800,0.821,-0.232,-0.226,0.883,54.2,-10.9,-61.3,82.55,ARM_SWING
1850,0.894,-0.392,-0.249,1.007,46.6,-0.2,-80.0,92.58,ARM_SWING
1900,0.956,-0.468,-0.299,1.106,42.8,12.4,-81.0,92.45,ARM_SWING
1950,0.968,-0.552,-0.262,1.145,23.3,6.3,-68.3,72.44,ARM_SWING
2000,0.900,-0.366,-0.229,0.998,0.0,16.2,-59.6,61.76,ARM_SWING
2050,0.869,-0.300,-0.249,0.952,15.7,12.5,-55.9,59.39,ARM_SWING
2100,0.831,-0.315,-0.250,0.923,15.4,-3.4,-45.9,48.53,ARM_SWING
2150,0.853,-0.361,-0.314,0.978,10.0,2.8,-47.8,48.92,ARM_SWING
2200,0.852,-0.362,-0.363,0.994,26.2,3.2,-35.3,44.08,ARM_SWING
2250,0.788,-0.492,-0.430,1.024,36.8,-14.0,-12.6,41.34,ARM_SWING
2300,0.711,-0.626,-0.393,1.026,27.8,-25.9,14.2,40.56,ARM_SWING
2350,0.794,-0.657,-0.429,1.116,23.1,-35.0,42.1,59.42,ARM_SWING
2400,0.835,-0.656,-0.317,1.108,8.6,-35.3,73.8,82.26,ARM_SWING
2450,0.961,-0.649,-0.409,1.230,-8.0,-33.1,94.2,100.17,ARM_SWING
2500,1.019,-0.660,-0.370,1.269,-25.2,-29.7,116.2,122.55,ARM_SWING
