
Recording started
time,accelX,accelY,accelZ,accelMagnitude,gyroX,gyroY,gyroZ,gyroMagnitude,activity
0,0.786,-0.512,-0.303,0.986,-0.2,1.1,2.6,2.83,WALKING
50,0.786,-0.518,-0.306,0.990,-2.3,2.8,-6.6,7.53,WALKING
100,0.786,-0.523,-0.310,0.994,1.6,-0.6,-0.9,1.93,WALKING
150,0.786,-0.520,-0.309,0.992,0.8,-2.2,-0.6,2.42,WALKING
200,0.792,-0.524,-0.303,0.997,1.9,-2.8,-1.1,3.56,WALKING
250,0.790,-0.523,-0.297,0.993,0.3,0.7,-3.3,3.39,WALKING
300,0.789,-0.522,-0.295,0.991,-1.2,-2.3,-1.8,3.16,WALKING
350,0.788,-0.518,-0.291,0.987,-1.1,-0.4,0.0,1.17,WALKING
400,0.789,-0.516,-0.293,0.987,-0.5,-3.0,-1.0,3.20,WALKING
450,0.784,-0.513,-0.290,0.981,-1.5,-5.5,3.7,6.80,WALKING
500,0.783,-0.512,-0.289,0.979,-0.9,2.0,1.3,2.55,WALKING
550,0.785,-0.508,-0.292,0.980,2.8,-2.3,-0.4,3.65,WALKING
600,0.777,-0.479,-0.347,0.977,13.0,-6.7,-1.0,14.66,WALKING
650,0.720,-0.524,-0.365,0.962,35.6,-18.2,-2.1,40.04,WALKING
700,0.729,-0.641,-0.400,1.050,21.9,-14.9,3.4,26.71,WALKING
750,0.718,-0.678,-0.410,1.069,11.6,-10.7,17.8,23.79,WALKING
800,0.675,-0.648,-0.398,1.017,12.3,-17.5,25.1,32.98,WALKING
850,0.660,-0.696,-0.368,1.027,17.8,-23.7,27.1,40.16,WALKING
900,0.666,-0.701,-0.306,1.014,3.9,-19.4,27.7,34.04,WALKING
950,0.711,-0.693,-0.311,1.040,-15.6,-12.2,20.7,28.65,WALKING
1000,0.685,-0.646,-0.323,0.995,-3.3,-15.3,16.4,22.67,WALKING
1050,0.598,-0.664,-0.311,0.946,3.5,-17.5,28.1,33.29,WALKING
1100,0.614,-0.615,-0.269,0.910,-13.5,0.2,18.8,23.15,WALKING
1150,0.698,-0.625,-0.304,0.985,-12.0,5.8,-2.1,13.49,WALKING
1200,0.736,-0.682,-0.279,1.041,-16.3,8.8,-12.2,22.18,WALKING
1250,0.756,-0.616,-0.297,1.019,-26.5,21.0,-11.9,35.84,WALKING
1300,0.717,-0.569,-0.281,0.958,-36.8,26.4,-12.1,46.88,WALKING
1350,0.740,-0.516,-0.276,0.943,-29.2,23.1,-27.0,45.99,WALKING
1400,0.870,-0.508,-0.321,1.057,-5.3,17.5,-46.2,49.69,WALKING
1450,0.818,-0.529,-0.340,1.032,15.5,17.5,-55.6,60.31,WALKING
1500,0.718,-0.493,-0.355,0.941,12.2,5.9,-36.9,39.31,WALKING
1550,0.769,-0.301,-0.342,0.894,22.7,-16.5,-31.1,41.89,WALKING
1600,1.044,-0.305,-0.293,1.126,79.3,-50.7,-50.9,107.00,WALKING
1650,0.927,-0.414,-0.222,1.039,95.5,-51.2,-44.1,116.99,WALKING
1700,0.801,-0.420,-0.214,0.929,50.7,-22.2,-30.3,63.10,WALKING
1750,0.795,-0.391,-0.240,0.918,16.5,-11.2,-27.3,33.81,WALKING
1800,0.803,-0.374,-0.233,0.916,18.0,-17.7,-36.0,43.97,WALKING
1850,0.809,-0.469,-0.300,0.982,29.9,-20.5,-37.5,52.16,WALKING
1900,0.872,-0.478,-0.347,1.053,29.6,-10.3,-30.5,43.73,WALKING
1950,0.848,-0.496,-0.358,1.046,9.5,-7.7,-15.8,19.98,WALKING
2000,0.806,-0.473,-0.353,0.999,19.2,-3.7,-9.6,21.78,WALKING
2050,0.751,-0.487,-0.349,0.961,17.0,0.4,-1.4,17.06,WALKING
2100,0.724,-0.468,-0.351,0.931,6.2,-0.4,3.5,7.13,WALKING
2150,0.747,-0.498,-0.328,0.956,-4.5,1.4,12.8,13.64,WALKING
2200,0.944,-0.608,-0.373,1.183,-39.3,9.4,19.5,44.87,WALKING
2250,0.983,-0.520,-0.325,1.159,-18.9,-6.5,33.6,39.10,WALKING
2300,0.830,-0.573,-0.288,1.049,-6.3,-13.0,62.5,64.15,WALKING
2350,0.751,-0.526,-0.262,0.954,-0.9,-10.0,86.0,86.58,WALKING
2400,0.821,-0.538,-0.224,1.007,-25.1,-2.5,78.3,82.26,WALKING
2450,0.830,-0.586,-0.190,1.034,-43.5,-1.1,47.1,64.12,WALKING
2500,0.829,-0.630,-0.208,1.062,-48.5,0.8,36.4,60.65,WALKING
2550,0.795,-0.613,-0.228,1.029,-47.6,9.5,44.0,65.51,WALKING
2600,0.780,-0.571,-0.251,0.999,-31.9,14.3,56.0,66.02,WALKING
2650,0.796,-0.519,-0.220,0.975,-44.5,22.1,60.3,78.13,WALKING
2700,0.788,-0.460,-0.268,0.951,-51.7,18.2,44.5,70.60,WALKING
2750,0.757,-0.448,-0.307,0.932,-11.5,9.3,23.3,27.60,WALKING
2800,0.708,-0.493,-0.400,0.951,-8.6,8.1,10.5,15.81,WALKING
2850,0.669,-0.529,-0.343,0.919,-14.6,13.5,4.6,20.41,WALKING
2900,0.663,-0.504,-0.456,0.949,-10.4,2.9,-9.7,14.51,WALKING
2950,0.679,-0.581,-0.415,0.985,14.9,-7.4,-19.0,25.25,WALKING
3000,0.774,-0.630,-0.397,1.074,21.9,-6.3,-38.0,44.31,WALKING
3050,0.869,-0.662,-0.397,1.162,25.7,1.2,-55.7,61.35,WALKING
3100,0.692,-0.673,-0.353,1.028,26.3,12.8,-45.9,54.43,WALKING
3150,0.664,-0.595,-0.301,0.941,0.0,10.5,-13.0,16.71,WALKING
3200,0.723,-0.461,-0.275,0.900,5.3,-9.0,-15.9,19.02,WALKING
3250,0.813,-0.477,-0.270,0.981,36.4,-33.6,-24.5,55.26,WALKING
3300,0.866,-0.521,-0.301,1.055,51.4,-42.3,-20.3,69.59,WALKING
3350,0.804,-0.475,-0.296,0.980,58.7,-38.8,-11.0,71.22,WALKING
3400,0.738,-0.486,-0.307,0.935,38.7,-29.1,-15.5,50.84,WALKING
3450,0.745,-0.464,-0.296,0.926,38.5,-27.1,-21.1,51.59,WALKING
3500,0.754,-0.483,-0.256,0.931,39.2,-21.5,-26.0,51.72,WALKING
3550,0.754,-0.517,-0.260,0.950,25.9,-12.1,-35.2,45.35,WALKING
3600,0.729,-0.518,-0.295,0.942,13.2,-5.1,-37.2,39.80,WALKING
3650,0.709,-0.527,-0.333,0.944,17.2,3.2,-41.7,45.22,WALKING
3700,0.716,-0.559,-0.365,0.979,17.8,0.7,-45.7,49.05,WALKING
3750,0.753,-0.596,-0.392,1.037,6.7,6.7,-47.1,48.04,WALKING
3800,0.757,-0.654,-0.421,1.085,-4.2,9.5,-37.9,39.30,WALKING
3850,0.865,-0.675,-0.434,1.180,-16.7,11.9,-20.7,29.14,WALKING
3900,0.919,-0.648,-0.408,1.196,-10.0,2.1,-0.7,10.24,WALKING
3950,0.835,-0.637,-0.357,1.109,6.5,-12.8,34.3,37.18,WALKING
4000,0.772,-0.514,-0.302,0.975,-9.8,-17.9,59.2,62.62,WALKING
4050,0.736,-0.442,-0.232,0.889,10.6,-8.5,64.8,66.21,WALKING
4100,0.781,-0.446,-0.210,0.924,5.8,3.5,47.6,48.08,WALKING
4150,0.874,-0.554,-0.137,1.044,-28.3,-4.3,40.0,49.19,WALKING
4200,0.854,-0.522,-0.145,1.011,-53.2,-3.3,39.1,66.11,WALKING
4250,0.797,-0.608,-0.182,1.019,-69.1,25.4,37.0,82.40,WALKING
4300,0.803,-0.646,-0.258,1.062,-49.9,24.0,50.0,74.61,WALKING
4350,0.782,-0.589,-0.285,1.020,-35.9,21.2,60.5,73.47,WALKING
4400,0.771,-0.589,-0.280,1.010,-9.5,14.9,65.5,67.84,WALKING
