
Recording started
time,accelX,accelY,accelZ,accelMagnitude,gyroX,gyroY,gyroZ,gyroMagnitude,activity
0,0.842,-0.475,-0.251,0.999,0.7,0.7,-0.7,1.21,WALKING
50,0.831,-0.492,-0.243,0.996,10.3,1.6,1.9,10.60,WALKING
100,0.737,-0.486,-0.222,0.910,5.6,5.0,5.3,9.19,WALKING
150,0.846,-0.508,-0.227,1.013,-9.3,8.4,0.7,12.55,WALKING
200,0.965,-0.537,-0.220,1.126,-0.7,5.0,-9.4,10.67,WALKING
250,0.871,-0.639,-0.169,1.093,-8.3,14.7,8.4,18.86,WALKING
300,0.755,-0.569,-0.183,0.963,-22.4,25.1,32.3,46.64,WALKING
350,0.749,-0.573,-0.237,0.972,-14.5,20.0,29.9,38.78,WALKING
400,0.714,-0.660,-0.242,1.002,15.3,4.8,36.6,39.96,WALKING
450,0.664,-0.806,-0.163,1.057,32.2,-10.5,51.8,61.89,WALKING
500,0.609,-0.856,-0.241,1.078,21.2,-3.5,63.6,67.13,WALKING
550,0.589,-0.844,-0.189,1.046,6.5,2.8,66.8,67.17,WALKING
600,0.653,-0.818,-0.185,1.063,5.8,2.5,61.3,61.62,WALKING
650,0.631,-0.750,-0.120,0.987,8.4,9.2,58.0,59.32,WALKING
700,0.558,-0.653,-0.145,0.871,-11.6,21.7,50.3,56.00,WALKING
750,0.583,-0.564,-0.170,0.829,-29.8,33.2,23.1,50.24,WALKING
800,0.663,-0.493,-0.252,0.864,-30.1,29.8,-11.6,43.92,WALKING
850,0.747,-0.505,-0.232,0.931,-24.7,8.9,-43.4,50.72,WALKING
900,0.855,-0.501,-0.218,1.015,-4.6,-8.8,-74.9,75.56,WALKING
950,0.869,-0.518,-0.188,1.029,6.8,-7.4,-101.0,101.50,WALKING
1000,0.936,-0.576,-0.200,1.117,2.3,-2.9,-131.6,131.65,WALKING
1050,1.188,-0.604,-0.197,1.347,17.9,-18.1,-150.7,152.83,WALKING
1100,1.044,-0.681,-0.117,1.252,62.1,-35.0,-137.9,155.23,WALKING
1150,0.735,-0.744,-0.146,1.056,34.4,-8.3,-61.3,70.78,WALKING
1200,0.877,-0.456,-0.167,1.002,8.6,-24.7,-25.1,36.25,WALKING
1250,0.843,-0.394,-0.092,0.935,76.3,-61.2,-19.3,99.70,WALKING
1300,0.706,-0.470,-0.131,0.858,106.2,-48.6,-12.5,117.46,WALKING
1350,0.687,-0.575,-0.263,0.934,45.2,-22.6,-4.1,50.70,WALKING
1400,0.708,-0.574,-0.324,0.967,24.6,-8.6,6.2,26.79,WALKING
1450,0.701,-0.639,-0.345,1.009,-6.7,0.3,26.6,27.43,WALKING
1500,0.687,-0.600,-0.309,0.963,-12.5,-9.6,39.8,42.81,WALKING
1550,0.702,-0.621,-0.266,0.974,0.9,-10.5,49.8,50.90,WALKING
1600,0.781,-0.654,-0.270,1.054,-9.8,2.8,47.2,48.29,WALKING
1650,1.078,-0.732,-0.248,1.326,-6.7,7.9,40.7,42.00,WALKING
1700,1.054,-0.672,-0.229,1.271,-15.3,8.8,45.7,48.99,WALKING
1750,0.911,-0.671,-0.099,1.136,-23.1,19.6,89.8,94.77,WALKING
1800,1.029,-0.535,-0.147,1.169,-34.3,32.7,82.0,94.71,WALKING
